,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl,Player
2,2006-07,21,DEN,NBA,SG,63,24,1471,284,644,0.441,149,382,0.39,135,262,0.515,0.557,102,126,0.81,30,113,143,91,49,9,85,147,819,,,"
J.R. Smith
"
3,2007-08,22,DEN,NBA,SG,74,0,1421,311,674,0.461,157,390,0.403,154,284,0.542,0.578,128,178,0.719,43,109,152,128,62,12,112,144,907,,,"
J.R. Smith
"
4,2008-09,23,DEN,NBA,SG,81,18,2245,424,950,0.446,180,453,0.397,244,497,0.491,0.541,205,272,0.754,43,254,297,227,78,14,150,190,1233,,,"
J.R. Smith
"
5,2009-10,24,DEN,NBA,SG,75,0,2082,428,1033,0.414,158,467,0.338,270,566,0.477,0.491,142,201,0.706,28,206,234,183,99,20,139,174,1156,,,"
J.R. Smith
"
6,2010-11,25,DEN,NBA,SF,79,6,1968,341,784,0.435,124,318,0.39,217,466,0.466,0.514,163,221,0.738,45,277,322,175,92,16,100,173,969,,,"
J.R. Smith
"
7,2011-12,26,NYK,NBA,SG,35,1,967,165,405,0.407,67,193,0.347,98,212,0.462,0.49,39,55,0.709,29,107,136,84,54,6,46,87,436,,,"
J.R. Smith
"
8,2012-13,27,NYK,NBA,SG,80,0,2678,527,1249,0.422,155,436,0.356,372,813,0.458,0.484,237,311,0.762,64,361,425,218,100,24,134,226,1446,,,"
J.R. Smith
"
9,2013-14,28,NYK,NBA,SF,74,37,2421,396,955,0.415,189,480,0.394,207,475,0.436,0.514,90,138,0.652,35,261,296,219,65,20,108,196,1071,,,"
J.R. Smith
"
10,2014-15,29,TOT,NBA,SG,70,51,2080,315,755,0.417,163,426,0.383,152,329,0.462,0.525,54,72,0.75,30,188,218,195,82,22,97,163,847,,,"
J.R. Smith
"
11,2014-15,29,NYK,NBA,SG,24,6,619,101,251,0.402,32,90,0.356,69,161,0.429,0.466,27,39,0.692,4,54,58,81,18,4,45,44,261,,,"
J.R. Smith
"
12,2014-15,29,CLE,NBA,SG,46,45,1461,214,504,0.425,131,336,0.39,83,168,0.494,0.555,27,33,0.818,26,134,160,114,64,18,52,119,586,,,"
J.R. Smith
"
13,2015-16,30,CLE,NBA,SG,77,77,2362,353,850,0.415,204,510,0.4,149,340,0.438,0.535,45,71,0.634,43,174,217,130,81,21,59,204,955,,,"
J.R. Smith
"
14,2016-17,31,CLE,NBA,SG,41,35,1187,123,356,0.346,95,271,0.351,28,85,0.329,0.479,10,15,0.667,17,96,113,62,40,11,26,77,351,,,"
J.R. Smith
"
15,2017-18,32,CLE,NBA,SG,80,61,2244,240,595,0.403,143,381,0.375,97,214,0.453,0.524,39,56,0.696,29,206,235,141,68,11,81,161,662,,,"
J.R. Smith
"
16,2018-19,33,CLE,NBA,SG,11,4,222,27,79,0.342,12,39,0.308,15,40,0.375,0.418,8,10,0.8,0,18,18,21,11,3,11,19,74,,,"
J.R. Smith
"
17,2019-20,34,LAL,NBA,SG,6,0,79,7,22,0.318,1,11,0.091,6,11,0.545,0.341,2,2,1.0,0,5,5,3,1,0,4,5,17,,,"
J.R. Smith
"
0,2016-17,23,WAS,NBA,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,,,"
Danuel House Jr.
"
1,2017-18,24,PHO,NBA,SG,23,3,403,56,129,0.434,15,58,0.259,41,71,0.577,0.492,25,31,0.806,13,63,76,25,7,6,11,23,152,,,"
Danuel House Jr.
"
2,2018-19,25,HOU,NBA,SF,39,13,979,118,252,0.468,74,178,0.416,44,74,0.595,0.615,56,71,0.789,25,115,140,40,21,11,35,80,366,,,"
Danuel House Jr.
"
3,2019-20,26,HOU,NBA,SF,63,52,1913,230,539,0.427,129,355,0.363,101,184,0.549,0.546,73,90,0.811,57,210,267,85,67,34,54,132,662,,,"
Danuel House Jr.
"
4,2020-21,27,HOU,NBA,SF,36,23,932,110,272,0.404,54,156,0.346,56,116,0.483,0.504,41,63,0.651,18,114,132,69,20,16,36,67,315,,,"
Danuel House Jr.
"
5,2021-22,28,TOT,NBA,SF,42,7,727,80,198,0.404,44,117,0.376,36,81,0.444,0.515,44,58,0.759,18,93,111,44,21,17,33,51,248,,,"
Danuel House Jr.
"
6,2021-22,28,HOU,NBA,SF,16,1,233,25,74,0.338,10,34,0.294,15,40,0.375,0.405,17,19,0.895,4,39,43,19,5,5,18,16,77,,,"
Danuel House Jr.
"
7,2021-22,28,NYK,NBA,SF,1,0,3,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,0,0,0,,,"
Danuel House Jr.
"
8,2021-22,28,UTA,NBA,SF,25,6,491,55,123,0.447,34,82,0.415,21,41,0.512,0.585,27,39,0.692,14,54,68,25,16,12,15,35,171,,,"
Danuel House Jr.
"
0,2011-12,19,CHA,NBA,C,63,41,1455,129,278,0.464,0,0,,129,278,0.464,0.464,69,143,0.483,113,255,368,27,20,115,71,145,327,,,"
Bismack Biyombo
"
1,2012-13,20,CHA,NBA,C,80,65,2186,156,346,0.451,0,0,,156,346,0.451,0.451,74,142,0.521,194,388,582,35,28,143,82,195,386,,,"
Bismack Biyombo
"
2,2013-14,21,CHA,NBA,C,77,9,1072,88,144,0.611,0,0,,88,144,0.611,0.611,46,89,0.517,105,261,366,8,7,86,40,124,222,,,"
Bismack Biyombo
"
3,2014-15,22,CHO,NBA,C,64,21,1243,101,186,0.543,0,0,,101,186,0.543,0.543,102,175,0.583,159,248,407,16,18,99,52,140,304,,,"
Bismack Biyombo
"
4,2015-16,23,TOR,NBA,C,82,22,1808,156,288,0.542,0,1,0.0,156,287,0.544,0.542,142,226,0.628,182,473,655,29,19,133,71,225,454,,,"
Bismack Biyombo
"
5,2016-17,24,ORL,NBA,C,81,27,1793,179,339,0.528,0,0,,179,339,0.528,0.528,125,234,0.534,157,410,567,74,25,91,95,202,483,,,"
Bismack Biyombo
"
6,2017-18,25,ORL,NBA,C,82,25,1495,183,352,0.52,0,1,0.0,183,351,0.521,0.52,102,157,0.65,144,324,468,66,21,95,84,158,468,,,"
Bismack Biyombo
"
7,2018-19,26,CHO,NBA,C,54,32,783,89,156,0.571,0,0,,89,156,0.571,0.571,58,91,0.637,81,166,247,33,11,41,34,103,236,,,"
Bismack Biyombo
"
8,2019-20,27,CHO,NBA,C,53,29,1029,151,278,0.543,0,0,,151,278,0.543,0.543,91,151,0.603,120,188,308,50,10,49,48,116,393,,,"
Bismack Biyombo
"
9,2020-21,28,CHO,NBA,C,66,36,1349,142,242,0.587,0,1,0.0,142,241,0.589,0.587,47,105,0.448,137,210,347,81,17,74,71,141,331,,,"
Bismack Biyombo
"
10,2021-22,29,PHO,NBA,C,36,3,506,86,145,0.593,0,0,,86,145,0.593,0.593,38,71,0.535,63,104,167,23,12,26,25,70,210,,,"
Bismack Biyombo
"
0,2008-09,22,SAS,NBA,PG,77,7,1270,150,372,0.403,24,73,0.329,126,299,0.421,0.435,114,146,0.781,30,128,158,136,45,21,74,150,438,,0.0,"
George Hill
"
1,2009-10,23,SAS,NBA,PG,78,43,2276,353,738,0.478,75,188,0.399,278,550,0.505,0.529,183,237,0.772,42,163,205,226,69,26,101,222,964,,0.0,"
George Hill
"
2,2010-11,24,SAS,NBA,PG,76,5,2148,287,633,0.453,77,204,0.377,210,429,0.49,0.514,233,270,0.863,24,175,199,193,66,21,99,153,884,,0.0,"
George Hill
"
3,2011-12,25,IND,NBA,PG,50,9,1274,168,380,0.442,54,147,0.367,114,233,0.489,0.513,91,117,0.778,31,120,151,145,42,17,52,98,481,,0.0,"
George Hill
"
4,2012-13,26,IND,NBA,PG,76,76,2620,386,871,0.443,130,353,0.368,256,518,0.494,0.518,174,213,0.817,47,237,284,355,81,26,116,134,1076,,0.0,"
George Hill
"
5,2013-14,27,IND,NBA,PG,76,76,2434,272,616,0.442,95,260,0.365,177,356,0.497,0.519,142,176,0.807,53,230,283,265,75,23,92,158,781,,0.0,"
George Hill
"
6,2014-15,28,IND,NBA,PG,43,36,1267,255,535,0.477,69,193,0.358,186,342,0.544,0.541,113,143,0.79,25,154,179,220,44,14,69,111,692,,1.0,"
George Hill
"
7,2015-16,29,IND,NBA,PG,74,73,2524,326,739,0.441,128,314,0.408,198,425,0.466,0.528,114,150,0.76,58,240,298,259,83,17,101,149,894,,0.0,"
George Hill
"
8,2016-17,30,UTA,NBA,PG,49,49,1544,289,606,0.477,94,233,0.403,195,373,0.523,0.554,157,196,0.801,23,144,167,204,50,11,85,114,829,,0.0,"
George Hill
"
9,2017-18,31,TOT,NBA,PG,67,60,1812,236,513,0.46,85,205,0.415,151,308,0.49,0.543,110,140,0.786,42,139,181,186,61,27,88,128,667,,0.0,"
George Hill
"
10,2017-18,31,SAC,NBA,PG,43,36,1143,153,326,0.469,58,128,0.453,95,198,0.48,0.558,77,99,0.778,22,95,117,119,39,12,60,75,441,,0.0,"
George Hill
"
11,2017-18,31,CLE,NBA,PG,24,24,669,83,187,0.444,27,77,0.351,56,110,0.509,0.516,33,41,0.805,20,44,64,67,22,15,28,53,226,,0.0,"
George Hill
"
12,2018-19,32,TOT,NBA,PG,60,13,1302,170,376,0.452,48,153,0.314,122,223,0.547,0.516,70,85,0.824,39,109,148,135,52,8,51,102,458,,0.0,"
George Hill
"
13,2018-19,32,CLE,NBA,PG,13,13,344,55,107,0.514,13,28,0.464,42,79,0.532,0.575,17,20,0.85,12,15,27,36,12,1,20,35,140,,0.0,"
George Hill
"
14,2018-19,32,MIL,NBA,PG,47,0,958,115,269,0.428,35,125,0.28,80,144,0.556,0.493,53,65,0.815,27,94,121,99,40,7,31,67,318,,0.0,"
George Hill
"
15,2019-20,33,MIL,NBA,PG,59,2,1271,194,376,0.516,81,176,0.46,113,200,0.565,0.624,85,101,0.842,50,127,177,180,47,5,57,84,554,,0.0,"
George Hill
"
16,2020-21,34,TOT,NBA,PG,30,17,672,95,197,0.482,31,80,0.388,64,117,0.547,0.561,40,50,0.8,16,45,61,73,23,5,31,31,261,,0.0,"
George Hill
"
17,2020-21,34,OKC,NBA,PG,14,14,369,61,120,0.508,22,57,0.386,39,63,0.619,0.6,21,25,0.84,8,21,29,43,12,2,12,12,165,,0.0,"
George Hill
"
18,2020-21,34,PHI,NBA,PG,16,3,303,34,77,0.442,9,23,0.391,25,54,0.463,0.5,19,25,0.76,8,24,32,30,11,3,19,19,96,,0.0,"
George Hill
"
19,2021-22,35,MIL,NBA,SG,54,17,1253,118,275,0.429,41,134,0.306,77,141,0.546,0.504,57,62,0.919,38,117,155,120,42,6,41,70,334,,0.0,"
George Hill
"
0,2009-10,23,MEM,NBA,SF,71,1,795,88,222,0.396,0,6,0.0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,,,"
DeMarre Carroll
"
1,2010-11,24,TOT,NBA,PF,12,0,50,4,12,0.333,0,0,,4,12,0.333,0.333,2,2,1.0,2,6,8,4,1,1,0,5,10,,,"
DeMarre Carroll
"
2,2010-11,24,MEM,NBA,PF,7,0,39,4,9,0.444,0,0,,4,9,0.444,0.444,2,2,1.0,2,6,8,2,1,1,0,5,10,,,"
DeMarre Carroll
"
3,2010-11,24,HOU,NBA,PF,5,0,11,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,0,0,0,2,0,0,0,0,0,,,"
DeMarre Carroll
"
4,2011-12,25,TOT,NBA,"PF,SF",24,9,348,43,105,0.41,7,19,0.368,36,86,0.419,0.443,14,16,0.875,28,25,53,18,12,1,11,37,107,,,"
DeMarre Carroll
"
5,2011-12,25,DEN,NBA,PF,4,0,21,6,6,1.0,0,0,,6,6,1.0,1.0,0,0,,0,3,3,3,0,0,2,1,12,,,"
DeMarre Carroll
"
6,2011-12,25,UTA,NBA,SF,20,9,327,37,99,0.374,7,19,0.368,30,80,0.375,0.409,14,16,0.875,28,22,50,15,12,1,9,36,95,,,"
DeMarre Carroll
"
7,2012-13,26,UTA,NBA,SF,66,12,1111,149,324,0.46,20,70,0.286,129,254,0.508,0.491,75,98,0.765,87,101,188,61,58,24,34,119,393,,,"
DeMarre Carroll
"
8,2013-14,27,ATL,NBA,SF,73,73,2341,302,642,0.47,97,268,0.362,205,374,0.548,0.546,109,141,0.773,107,296,403,134,108,21,79,188,810,,,"
DeMarre Carroll
"
9,2014-15,28,ATL,NBA,SF,70,69,2189,318,653,0.487,120,304,0.395,198,349,0.567,0.579,127,181,0.702,99,273,372,118,94,17,75,154,883,,,"
DeMarre Carroll
"
10,2015-16,29,TOR,NBA,SF,26,22,786,105,270,0.389,46,118,0.39,59,152,0.388,0.474,30,50,0.6,31,91,122,27,44,6,28,63,286,,,"
DeMarre Carroll
"
11,2016-17,30,TOR,NBA,SF,72,72,1882,220,550,0.4,109,320,0.341,111,230,0.483,0.499,89,117,0.761,63,212,275,74,81,27,54,143,638,,,"
DeMarre Carroll
"
12,2017-18,31,BRK,NBA,PF,73,73,2180,325,785,0.414,145,391,0.371,180,394,0.457,0.506,188,246,0.764,105,374,479,147,59,30,103,165,983,,,"
DeMarre Carroll
"
13,2018-19,32,BRK,NBA,PF,67,8,1703,227,575,0.395,106,310,0.342,121,265,0.457,0.487,184,242,0.76,68,281,349,85,31,10,73,114,744,,,"
DeMarre Carroll
"
14,2019-20,33,TOT,NBA,"C,SF",24,0,290,25,66,0.379,8,33,0.242,17,33,0.515,0.439,29,42,0.69,12,43,55,25,8,5,17,32,87,,,"
DeMarre Carroll
"
15,2019-20,33,SAS,NBA,SF,15,0,135,9,29,0.31,3,13,0.231,6,16,0.375,0.362,12,20,0.6,7,24,31,11,2,2,10,20,33,,,"
DeMarre Carroll
"
16,2019-20,33,HOU,NBA,C,9,0,155,16,37,0.432,5,20,0.25,11,17,0.647,0.5,17,22,0.773,5,19,24,14,6,3,7,12,54,,,"
DeMarre Carroll
"
0,2021-22,19,CHO,NBA,PF,33,0,262,24,55,0.436,7,27,0.259,17,28,0.607,0.5,12,20,0.6,11,32,43,19,8,11,10,26,67,,,"
JT Thor
"
0,2019-20,23,WAS,NBA,SG,18,0,227,24,56,0.429,19,46,0.413,5,10,0.5,0.598,31,34,0.912,6,18,24,10,8,1,8,32,98,,,"
Garrison Mathews
"
1,2020-21,24,WAS,NBA,SG,64,24,1038,97,237,0.409,76,198,0.384,21,39,0.538,0.57,84,95,0.884,16,71,87,26,29,7,10,106,354,,,"
Garrison Mathews
"
2,2021-22,25,HOU,NBA,SG,65,33,1712,184,461,0.399,139,386,0.36,45,75,0.6,0.55,143,180,0.794,32,158,190,64,57,24,41,168,650,,,"
Garrison Mathews
"
0,2017-18,25,TOR,NBA,SF,14,0,53,8,15,0.533,3,9,0.333,5,6,0.833,0.633,2,3,0.667,1,6,7,1,1,1,3,8,21,,,"
Alfonzo McKinnie
"
1,2018-19,26,GSW,NBA,SF,72,5,1003,134,275,0.487,42,118,0.356,92,157,0.586,0.564,27,48,0.563,81,166,247,31,18,15,30,134,337,,,"
Alfonzo McKinnie
"
2,2019-20,27,CLE,NBA,SF,40,1,593,73,171,0.427,14,65,0.215,59,106,0.557,0.468,22,31,0.71,37,76,113,14,23,8,26,72,182,,,"
Alfonzo McKinnie
"
3,2020-21,28,LAL,NBA,SF,39,0,258,48,93,0.516,16,39,0.41,32,54,0.593,0.602,10,18,0.556,22,32,54,6,7,0,5,26,122,,,"
Alfonzo McKinnie
"
4,2021-22,29,CHI,NBA,SF,17,3,206,24,61,0.393,9,27,0.333,15,34,0.441,0.467,2,8,0.25,13,20,33,5,2,3,7,26,59,,,"
Alfonzo McKinnie
"
0,2014-15,19,MIL,NBA,PF,25,25,738,129,263,0.49,4,16,0.25,125,247,0.506,0.498,46,66,0.697,50,88,138,42,31,5,47,42,308,,,"
Jabari Parker
"
1,2015-16,20,MIL,NBA,PF,76,72,2408,443,899,0.493,9,35,0.257,434,864,0.502,0.498,175,228,0.768,123,272,395,130,69,29,116,154,1070,,,"
Jabari Parker
"
2,2016-17,21,MIL,NBA,PF,51,50,1728,399,814,0.49,65,178,0.365,334,636,0.525,0.53,162,218,0.743,79,235,314,142,50,22,93,111,1025,,,"
Jabari Parker
"
3,2017-18,22,MIL,NBA,PF,31,3,743,160,332,0.482,31,81,0.383,129,251,0.514,0.529,40,54,0.741,42,109,151,59,25,10,45,50,391,,,"
Jabari Parker
"
4,2018-19,23,TOT,NBA,PF,64,17,1724,369,749,0.493,61,195,0.313,308,554,0.556,0.533,131,184,0.712,79,342,421,152,46,30,151,145,930,,,"
Jabari Parker
"
5,2018-19,23,CHI,NBA,PF,39,17,1042,220,464,0.474,37,114,0.325,183,350,0.523,0.514,79,108,0.731,41,200,241,84,23,14,84,87,556,,,"
Jabari Parker
"
6,2018-19,23,WAS,NBA,PF,25,0,682,149,285,0.523,24,81,0.296,125,204,0.613,0.565,52,76,0.684,38,142,180,68,23,16,67,58,374,,,"
Jabari Parker
"
7,2019-20,24,TOT,NBA,PF,38,23,917,219,429,0.51,32,119,0.269,187,310,0.603,0.548,61,81,0.753,61,153,214,68,45,16,64,99,531,,,"
Jabari Parker
"
8,2019-20,24,ATL,NBA,PF,32,23,837,198,393,0.504,31,115,0.27,167,278,0.601,0.543,53,72,0.736,54,137,191,58,42,15,60,93,480,,,"
Jabari Parker
"
9,2019-20,24,SAC,NBA,PF,6,0,80,21,36,0.583,1,4,0.25,20,32,0.625,0.597,8,9,0.889,7,16,23,10,3,1,4,6,51,,,"
Jabari Parker
"
10,2020-21,25,TOT,NBA,PF,13,0,165,30,55,0.545,2,11,0.182,28,44,0.636,0.564,10,13,0.769,10,32,42,11,1,5,10,13,72,,,"
Jabari Parker
"
11,2020-21,25,SAC,NBA,PF,3,0,27,4,7,0.571,0,1,0.0,4,6,0.667,0.571,0,0,,1,5,6,1,0,1,3,4,8,,,"
Jabari Parker
"
12,2020-21,25,BOS,NBA,PF,10,0,138,26,48,0.542,2,10,0.2,24,38,0.632,0.563,10,13,0.769,9,27,36,10,1,4,7,9,64,,,"
Jabari Parker
"
13,2021-22,26,BOS,NBA,PF,12,0,112,18,38,0.474,8,16,0.5,10,22,0.455,0.579,9,9,1.0,5,23,28,6,4,1,8,13,53,,,"
Jabari Parker
"
0,2021-22,23,DET,NBA,SF,19,5,383,41,90,0.456,27,64,0.422,14,26,0.538,0.606,12,14,0.857,15,42,57,21,13,7,15,37,121,,,"
Isaiah Livers
"
0,2017-18,22,BOS,NBA,PF,33,4,235,26,61,0.426,12,37,0.324,14,24,0.583,0.525,15,22,0.682,17,35,52,16,4,5,12,23,79,,,"
Guerschon Yabusele
"
1,2018-19,23,BOS,NBA,PF,41,1,251,35,77,0.455,9,28,0.321,26,49,0.531,0.513,15,22,0.682,23,30,53,15,8,7,15,32,94,,,"
Guerschon Yabusele
"
0,2021-22,23,OKC,NBA,SG,50,35,1209,156,337,0.463,42,138,0.304,114,199,0.573,0.525,62,85,0.729,51,127,178,68,30,10,54,93,416,,,"
Aaron Wiggins
"
0,2011-12,20,CLE,NBA,PF,60,25,1424,194,442,0.439,0,2,0.0,194,440,0.441,0.439,106,192,0.552,187,202,389,27,27,62,81,134,494,,,"
Tristan Thompson
"
1,2012-13,21,CLE,NBA,PF,82,82,2564,390,799,0.488,0,3,0.0,390,796,0.49,0.488,177,291,0.608,306,467,773,108,60,71,123,234,957,,,"
Tristan Thompson
"
2,2013-14,22,CLE,NBA,PF,82,82,2594,363,761,0.477,0,1,0.0,363,760,0.478,0.477,235,339,0.693,269,485,754,72,42,35,108,188,961,,,"
Tristan Thompson
"
3,2014-15,23,CLE,NBA,PF,82,15,2194,267,488,0.547,0,0,,267,488,0.547,0.547,159,248,0.641,274,383,657,39,34,61,83,189,693,,,"
Tristan Thompson
"
4,2015-16,24,CLE,NBA,PF,82,34,2269,247,420,0.588,0,0,,247,420,0.588,0.588,149,242,0.616,268,470,738,62,38,51,61,202,643,,,"
Tristan Thompson
"
5,2016-17,25,CLE,NBA,C,78,78,2336,262,437,0.6,0,3,0.0,262,434,0.604,0.6,106,213,0.498,286,429,715,77,39,84,64,176,630,,,"
Tristan Thompson
"
6,2017-18,26,CLE,NBA,C,53,22,1072,132,235,0.562,0,0,,132,235,0.562,0.562,43,79,0.544,126,226,352,33,16,17,36,102,307,,,"
Tristan Thompson
"
7,2018-19,27,CLE,NBA,C,43,40,1198,201,380,0.529,0,0,,201,380,0.529,0.529,68,106,0.642,173,265,438,86,28,16,59,89,470,,,"
Tristan Thompson
"
8,2019-20,28,CLE,NBA,PF,57,51,1721,288,562,0.512,9,23,0.391,279,539,0.518,0.52,99,161,0.615,226,351,577,120,33,50,103,124,684,,,"
Tristan Thompson
"
9,2020-21,29,BOS,NBA,PF,54,43,1287,169,326,0.518,0,3,0.0,169,323,0.523,0.518,71,120,0.592,169,270,439,67,24,33,62,119,409,,,"
Tristan Thompson
"
10,2021-22,30,TOT,NBA,PF,57,6,897,141,267,0.528,1,3,0.333,140,264,0.53,0.53,61,116,0.526,120,168,288,34,23,21,45,98,344,,,"
Tristan Thompson
"
11,2021-22,30,SAC,NBA,PF,30,3,455,76,151,0.503,1,1,1.0,75,150,0.5,0.507,32,60,0.533,72,89,161,18,11,12,29,52,185,,,"
Tristan Thompson
"
12,2021-22,30,IND,NBA,PF,4,0,66,13,24,0.542,0,0,,13,24,0.542,0.542,3,8,0.375,7,11,18,2,0,2,4,7,29,,,"
Tristan Thompson
"
13,2021-22,30,CHI,NBA,PF,23,3,376,52,92,0.565,0,2,0.0,52,90,0.578,0.565,26,48,0.542,41,68,109,14,12,7,12,39,130,,,"
Tristan Thompson
"
0,2012-13,24,DET,NBA,SF,82,74,2293,275,642,0.428,70,200,0.35,205,442,0.464,0.483,100,124,0.806,109,221,330,77,57,37,98,217,720,,,"
Kyle Singler
"
1,2013-14,25,DET,NBA,SF,82,36,2337,269,602,0.447,94,246,0.382,175,356,0.492,0.525,152,184,0.826,116,187,303,75,61,38,79,211,784,,,"
Kyle Singler
"
2,2014-15,26,TOT,NBA,SF,80,58,1743,172,446,0.386,96,241,0.398,76,205,0.371,0.493,40,52,0.769,33,161,194,85,47,21,55,153,480,,,"
Kyle Singler
"
3,2014-15,26,DET,NBA,SF,54,40,1287,140,350,0.4,76,187,0.406,64,163,0.393,0.509,29,36,0.806,23,116,139,67,33,14,42,98,385,,,"
Kyle Singler
"
4,2014-15,26,OKC,NBA,SF,26,18,456,32,96,0.333,20,54,0.37,12,42,0.286,0.438,11,16,0.688,10,45,55,18,14,7,13,55,95,,,"
Kyle Singler
"
5,2015-16,27,OKC,NBA,SF,68,2,977,86,221,0.389,30,97,0.309,56,124,0.452,0.457,29,44,0.659,50,91,141,24,30,9,32,120,231,,,"
Kyle Singler
"
6,2016-17,28,OKC,NBA,SF,32,2,385,34,83,0.41,7,37,0.189,27,46,0.587,0.452,13,17,0.765,8,40,48,9,7,5,11,29,88,,,"
Kyle Singler
"
7,2017-18,29,OKC,NBA,SF,12,0,59,7,21,0.333,2,5,0.4,5,16,0.313,0.381,7,13,0.538,1,9,10,2,1,0,3,4,23,,,"
Kyle Singler
"
0,2016-17,19,PHO,NBA,PF,82,75,1743,284,632,0.449,72,224,0.321,212,408,0.52,0.506,113,181,0.624,96,252,348,60,67,70,108,263,753,,,"
Marquese Chriss
"
1,2017-18,20,PHO,NBA,PF,72,49,1527,202,477,0.423,56,190,0.295,146,287,0.509,0.482,96,158,0.608,76,319,395,83,51,70,107,205,556,,,"
Marquese Chriss
"
2,2018-19,21,TOT,NBA,PF,43,2,499,67,180,0.372,16,72,0.222,51,108,0.472,0.417,32,45,0.711,40,102,142,22,17,11,36,81,182,,,"
Marquese Chriss
"
3,2018-19,21,HOU,NBA,PF,16,0,104,11,34,0.324,1,15,0.067,10,19,0.526,0.338,6,7,0.857,7,21,28,6,2,4,12,17,29,,,"
Marquese Chriss
"
4,2018-19,21,CLE,NBA,PF,27,2,395,56,146,0.384,15,57,0.263,41,89,0.461,0.435,26,38,0.684,33,81,114,16,15,7,24,64,153,,,"
Marquese Chriss
"
5,2019-20,22,GSW,NBA,PF,59,21,1196,210,385,0.545,8,39,0.205,202,346,0.584,0.556,120,156,0.769,114,251,365,114,39,62,78,122,548,,,"
Marquese Chriss
"
6,2020-21,23,GSW,NBA,PF,2,0,27,5,14,0.357,1,5,0.2,4,9,0.444,0.393,2,4,0.5,3,10,13,2,0,2,2,3,13,,,"
Marquese Chriss
"
7,2021-22,24,DAL,NBA,PF,34,0,346,62,134,0.463,8,25,0.32,54,109,0.495,0.493,22,33,0.667,33,70,103,17,13,12,17,64,154,,,"
Marquese Chriss
"
0,2021-22,21,UTA,NBA,SG,42,1,360,61,151,0.404,28,88,0.318,33,63,0.524,0.497,11,16,0.688,5,40,45,63,17,8,33,47,161,,,"
Jared Butler
"
0,2021-22,20,POR,NBA,SF,48,6,640,81,190,0.426,19,61,0.311,62,129,0.481,0.476,44,65,0.677,38,97,135,35,26,24,36,90,225,,,"
Greg Brown III
"
0,2021-22,21,NYK,NBA,PG,40,2,372,32,108,0.296,17,68,0.25,15,40,0.375,0.375,8,12,0.667,4,38,42,41,14,1,5,45,89,,,"
Miles McBride
"
0,2021-22,20,LAC,NBA,SG,51,0,760,125,325,0.385,34,111,0.306,91,214,0.425,0.437,59,72,0.819,17,94,111,51,26,13,31,43,343,,,"
Brandon Boston Jr.
"
0,2021-22,22,CHI,NBA,C,9,0,35,4,15,0.267,1,5,0.2,3,10,0.3,0.3,8,11,0.727,5,5,10,0,1,1,2,6,17,,,"
Marko Simonovic
"
0,2021-22,21,OKC,NBA,SG,30,8,690,68,167,0.407,32,98,0.327,36,69,0.522,0.503,19,22,0.864,18,83,101,57,19,8,29,65,187,,,"
Vit Krejci
"
0,2021-22,21,PHI,NBA,PF,23,0,168,30,47,0.638,0,4,0.0,30,43,0.698,0.638,9,12,0.75,22,40,62,7,5,17,8,32,69,,,"
Charles Bassey
"
0,2021-22,22,TOR,NBA,PG,64,1,696,83,202,0.411,13,51,0.255,70,151,0.464,0.443,26,44,0.591,38,86,124,99,28,10,53,68,205,,,"
Dalano Banton
"
0,2021-22,26,SAS,NBA,C,54,1,589,101,204,0.495,29,89,0.326,72,115,0.626,0.566,34,41,0.829,63,75,138,45,10,14,31,53,265,,,"
Jock Landale
"
0,2021-22,22,CHI,NBA,SG,77,40,2110,278,535,0.52,70,186,0.376,208,349,0.596,0.585,53,78,0.679,27,187,214,256,60,29,108,182,679,,,"
Ayo Dosunmu
"
0,2021-22,23,LAL,NBA,SG,61,19,1418,146,318,0.459,53,167,0.317,93,151,0.616,0.542,99,118,0.839,45,148,193,110,29,20,40,87,444,,1.0,"
Austin Reaves
"
0,2021-22,23,DET,NBA,C,32,5,389,66,147,0.449,16,49,0.327,50,98,0.51,0.503,38,61,0.623,58,42,100,20,9,6,18,55,186,,,"
Luka Garza
"
0,2010-11,20,IND,NBA,SG,12,0,115,13,39,0.333,0,5,0.0,13,34,0.382,0.333,11,14,0.786,1,17,18,21,4,0,16,14,37,,0.0,"
Lance Stephenson
"
1,2011-12,21,IND,NBA,SG,42,1,442,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,,0.0,"
Lance Stephenson
"
2,2012-13,22,IND,NBA,SG,78,72,2278,275,598,0.46,62,188,0.33,213,410,0.52,0.512,75,115,0.652,47,257,304,223,81,16,109,162,687,,0.0,"
Lance Stephenson
"
3,2013-14,23,IND,NBA,SG,78,78,2752,427,870,0.491,86,244,0.352,341,626,0.545,0.54,140,197,0.711,95,463,558,359,54,7,210,195,1080,,5.0,"
Lance Stephenson
"
